review_id,date,rating,title,review,username,version,vote_count,vote_sum,source
13930699328,2026-04-06 22:00:28,5,Great experience,Great product. The ai gives great feedback.,Zoldello,3.7.1,0,0,rss
13927481798,2026-04-06 00:33:45,5,Amazing,I couldn’t quit- made me laugh. Super fun and productive,VicNYC212,3.7.1,0,0,rss
13922787537,2026-04-04 16:08:01,5,great,i learned things that no teacher ever taught me!,thejournalistspain,3.7.0,0,0,rss
13920187482,2026-04-03 23:41:25,5,Great app,Best app to help reduce your accent!,Rafael Braune,3.7.0,0,0,rss
13916400766,2026-04-02 22:56:18,5,Worth every penny,Showed me only problems with my pronunciation are “er” “th” “r” and “l” which I don’t even notice in normal interactions.,Boybobie,3.7.0,0,0,rss
13914893048,2026-04-02 12:50:10,5,My improve accents,"This App is excellent, because it teaches the different sounds and then it explains how you such to make.",Yisi22,3.7.0,0,0,rss
13912546024,2026-04-01 20:57:46,1,Customer Support Is Not Found,"I changed my phone & once I downloaded, this app is not helpful to help me locate the email I used ! I paid for the whole year and cannot get access again !!",Kim Ha Campbell,3.7.0,0,0,rss
13908960104,2026-03-31 21:40:02,5,Very helpful,I can definitely hear my English sounds better,Berichmom,3.6.9,0,0,rss
13898525158,2026-03-28 23:32:55,5,Speech,I enjoy the app and the lessons are valuable. Is there any chance you can introduce tips or lessons on how to speed up the speach while still pronouncing words correctly?,Surflifedream,3.6.9,0,0,rss
13886820395,2026-03-25 17:46:59,5,Awesome 🤩,Haven’t seen an app like this before. It looks simple but process of the learning build very professional . I’m not shy about speaking up,Snezone,3.6.9,0,0,rss
13885712389,2026-03-25 11:05:24,5,Amazing to start speaking well,I like it,mohattar,3.6.9,0,0,rss
13874849034,2026-03-22 08:09:20,5,Excellent app,This app is amazing,GIRMS,3.6.7,0,0,rss
13873993393,2026-03-22 01:29:07,5,Expensive but worth it,It’s helping me a lot,KaremBen,3.6.7,0,0,rss
13872622656,2026-03-21 15:37:31,5,Super,It’s the best,japierre,3.6.7,0,0,rss
13872590893,2026-03-21 15:25:22,5,Great program,Five stars,Old slow turtle,3.6.7,0,0,rss
13870246828,2026-03-21 00:08:07,5,Great,I love this app is Amazing help me so much,Yelitza1312,3.6.7,0,0,rss
13866616457,2026-03-19 23:00:28,1,Only English?,"Why only English? This could be such a fantastic app for all tongues. Please consider adding Hebrew, Greek, Arabic, Aramaic, Mandarin, Cantonese, Japanese, Italian, French, Spanish and I’ll throw in Norwegian for my multilingual brother’s sake. Just to name a few favorites.",JuliusCsuresWife,3.6.7,0,0,rss
13864298912,2026-03-19 08:12:54,3,I like but I don’t love it,"Sometimes the pronunciation change in each trial, it’s a little confuse.",Viajera2023123,3.6.7,0,0,rss
13863307040,2026-03-19 00:04:07,5,It does work,It helps a lot,soniag,3.6.7,0,0,rss
13862328810,2026-03-18 16:58:07,5,Absolutely good application,"I Feel, more confidence, Speaking, English. The practice is so easy. I recommended.",Devil Louis,3.6.7,0,0,rss
13856431733,2026-03-16 23:47:28,5,Very easy to start !,I just started a work on my pronunciation- and this APP real help me quick to understand the difference between my pronunciation and the normal 🤪 so thank you!,stylist_medvedeva_ua,3.6.6,0,0,rss
13853603059,2026-03-16 05:15:29,5,Bold Voice,Best app ever to learn pronouncing but it’s free.,Sora Rhd,3.6.6,0,0,rss
13847370171,2026-03-14 10:32:07,1,SCAM,"Be careful. After free trial, they charge you the annual fee and don't let you cancel it. This app is not worth the fee. Do duolingo and make foreign friends. I don't want to give even a one star. Such a horrible and disappointing experience. What a shame!",hihellohihaha1234,3.6.6,0,0,rss
13847136751,2026-03-14 09:18:36,5,Nice,Excellent and very usefull app!,Icman744,3.6.6,0,0,rss
13845854102,2026-03-13 23:38:58,1,Scam,"Everyone — do not install this app! These are scammers! Under the guise of technical issues, they steal money.

When installing the app, it stated that the first week was a free trial and that we would be notified before the trial period ended and before any money was charged. However, after five days, I received a notification from my credit card that this app had attempted to charge my card, but I never received any email warning that the trial period was ending. Moreover, the charge they attempted was for a full annual subscription. Fortunately, my credit card declined the transaction.

I then went to the “Subscriptions” section in my phone’s settings, but this app was not listed there. After that, I logged into my account within the app’s settings and tried to cancel the subscription. I pressed the delete/cancel option multiple times, but the subscription would not be removed. I also tried to switch from the annual plan to a monthly plan, but that didn’t work either.

I decided not to do anything further at that moment, but the next morning they tried to charge my card again. I then went into the app and DELETED MY ACCOUNT. Two days later, they tried to charge my card again.

In the end, I had to block my card and request a replacement.",Fhhegdax,3.6.6,0,0,rss
13839043486,2026-03-11 23:56:29,5,For what I see,"It’s a great app
I really enjoy and recommend it!",Peghera,3.6.5,0,0,rss
13835876313,2026-03-11 02:01:01,4,I like it,But I need to now if it’ll help me get my American pronunciation in a long run,Edit12312,3.6.3,0,0,rss
13825270351,2026-03-07 20:29:33,5,Hospitality,I love the way they are explaining each word,Margalvan,3.6.3,0,0,rss
13821492322,2026-03-06 19:27:24,5,Muy diferente a todas las demás.,"Desde Wlingüa, la cual fue la primera app, con la que yo me sentí a gusto y entretenido; BoldVoice ha sido la única después de tantos años, que me ha devuelto las ganas de seguir practicando inglés.",ELQ1988,3.6.3,0,0,rss
13818267631,2026-03-05 20:49:03,5,Great educational software,Really nice designed and  engineered piece of art. Try it.,dealancer7,3.6.3,0,0,rss
13814936350,2026-03-04 21:24:15,5,Great,Very thorough and clear,god144,3.6.3,0,0,rss
13807269352,2026-03-02 15:47:02,5,excellent,"I love this app, it helps me a lot with pronunciation and different sounds, it's wonderful!",Yaha2208,3.6.3,0,0,rss
13805514205,2026-03-02 05:11:12,5,Excellent,A good way to improve your pronunciation I really recommend it,Angeles83,3.6.3,0,0,rss
13801559338,2026-03-01 02:46:10,4,"Nice try, friendly interface","I think it is impossible to improve one’s pronunciation after a certain age. I do not hear the difference between the correct and wrong sounds, and my muscles are incapable of do what is required. But it keeps me entertained.",Old Russian lady,3.6.3,0,0,rss
13796175065,2026-02-27 15:14:07,5,Surprised!,I thought it would be a tedious process but I am actually having a lot of fun while improving my communication skills. Thanks!,Roccoaki,3.6.2,0,0,rss
13792096289,2026-02-26 12:25:03,5,Bold voice is a great app,BoldVoice has really helped me improve my English pronunciation highly recommended!,Ksosa24,3.6.2,0,0,rss
13790495127,2026-02-26 02:30:05,5,"Good pronunciation 
Tutorial",Good for people with foreign accent,BRILI2773,3.6.1,0,0,rss
13789101848,2026-02-25 16:24:36,5,Es exigente,Me gusta el nivel de exigencia que maneja la app así logro pronunciar y memorizar el sonido con asociaciones.,Cecylatin,3.6.1,0,0,rss
13783166714,2026-02-24 01:38:10,5,Good for beginners,"Honestly, this is a surprisingly good app for pronunciation that I’ve been looking for.",Snowbunnysnow,3.6.1,0,0,rss
13774976553,2026-02-21 17:52:26,5,Great to correct your accent,The quality of the accent correction is impressive ( they use an American accent) and  they keep improving the app by adding more features,Asdftyuh,3.6.0,0,0,rss
13773456730,2026-02-21 08:48:44,5,Great tutorial,5 stars,Torogi pintat,3.6.0,0,0,rss
13769757694,2026-02-20 08:08:36,5,the best,"This is honestly the best pronunciation app I’ve ever found.
It has helped me improve and correct my pronunciation in a way that feels clear, practical, and effective.

The AI technology inside the app is incredibly powerful and accurate. It gives detailed feedback and really helps you understand your mistakes and fix them properly.

If you’re serious about improving your English pronunciation and sounding more natural, this app is a game changer. Highly recommended!",smnhsn94,3.6.0,0,0,rss
13769681764,2026-02-20 07:43:13,5,Bug,"Thank you for this app. I feel that I am really improving my pronunciation. DEVELOPERS, I found a bug. When I am using airpods, I can hear all sounds in aipods, but when I talk, my recorded sound is recorded from phone’s microphone and not airpod’s microphone! So in loud environment the tecording is extremely weak, but when I talk straight to phone’s microphone even when airpods are connected, then sounds is recorded clearly. I also tried to use cable headphones with USB-C adapter. In that case the sound is recorded correctly from headphone’s microphone.",Hunter panther,3.6.0,0,0,rss
13768532112,2026-02-19 23:13:49,5,Love it,Its too easy for me,olivazm,3.6.0,0,0,rss
13766453926,2026-02-19 09:20:51,1,Beware AI robots,I am very disappointed with this company. You interact with a stubborn AI robot. If you need customer service or a human to talk too good luck. I paid for a subscription and was locked out. Not being able to reactivate my app unless I pay again. It’s a mess. So in short I paid for a service I’m not receiving. Buyer beware.,BikemenFL,3.6.0,0,0,rss
13758862910,2026-02-17 06:41:54,4,One-year account and AI chat,I bought a one-year account and I want this section to be activated because I purchased the software and one-year account just for this section. I am very upset that AI chat 😭section is still inactive.,Nayere’s,3.6.0,0,0,rss
13757365429,2026-02-16 19:02:39,5,The Gramarly of English Pronunciation,Love it,egarciav,3.6.0,0,0,rss
13756095815,2026-02-16 10:56:25,5,Excelente App,👏👏👏,Madamelguera,3.6.0,0,0,rss
13755853705,2026-02-16 09:41:27,5,Very practical,This a very practical method and shows exactly how to move your tongue and lips so you can make the sounds correctly. Loved it!,Kandymom73,3.6.0,0,0,rss
13754435164,2026-02-16 00:11:02,1,Not accurate at listening to,Not sensitive to accent at all,Leana88,3.6.0,0,0,rss
13752945502,2026-02-15 13:26:11,5,Built over time,"It is useful! In the first two month, I did not see much improve, which made me a bit upset. But after four months, my pronunciation and accent improved a lot! (Speech scan score from 74 to 85 after four months practice)",c910xl,3.6.0,0,0,rss
13751967707,2026-02-15 08:10:37,5,Truly confident,I’m truly confident that BoldVoice will make me active my objective of speak English if not exactly but at least close than I Native American in the blink of an eye. (I’m really enjoying),X Renato y,3.6.0,0,0,rss
13746814126,2026-02-13 21:20:52,5,Súper,I like the program thanks,Necrozisscardiaca,3.6.0,0,0,rss
13743435544,2026-02-12 22:45:43,5,Great coaches,"The app works really well, the coaches break down the pronunciation in different ways so it’s easy to get it, and it’s kind of fun to work through it.",Gabrielalj,3.6.0,0,0,rss
13742056225,2026-02-12 12:54:30,5,Great learning app,"I love this app, really great .",Johnqueen,3.6.0,0,0,rss
13739276233,2026-02-11 17:51:03,5,Best app,"I just started and I loved it, I will be back soon to tell you more about my progress.",shyrlei lage,3.6.0,0,0,rss
13737611226,2026-02-11 07:36:55,5,Pronunciation,MG💯😘,MG💯😘,3.6.0,0,0,rss
13734816543,2026-02-10 11:51:45,5,超级无敌巨巨巨巨无敌的一个app,三生有幸能够遇到这样的app，你是我的神！！！！！！！！超级无敌巨巨巨巨巨巨巨巨巨巨巨巨巨巨好用，好用到哭泣，哭的我昏天黑地不知所云，超级好用，总之好用到要命，制作超级用心精细细致细腻的一个app！！！！！！！可惜我只能薅一个前7天免费的羊毛…>_<…，恨我不是一个有钱人(;´༎ຶД༎ຶ`)！！！！真的巨好用巨巨巨巨巨巨巨巨好用，好用到泣血，一人血书推荐！！！！！！！！我爱你制作人！！！！爱你么么哒！！！h,努力成为大佬,3.6.0,0,0,rss
13727699057,2026-02-08 12:08:01,5,Amazing app!,"This is hands down the BEST app for accent training! I’ve tried many other apps and none of the others comes even close to the quality of BoldVoice! 
BoldVoice is very effective because it combines many tools to help you improve your accent. First, it scans your pronunciation and gives you a customized lesson plan targeting your specific needs. Then, every lesson starts with an instructional video how to pronounce the sounds you are having difficulty with. This is followed by a practice session - during the exercises you get immediate feedback on your pronunciation of all sounds of the word or sentence. 
It’s very effective and I’d say a little bit addictive 😄 I can hardly wait to my next session.",Zoe Wlo,3.6.0,0,0,rss
13724665241,2026-02-07 16:39:47,5,Great app,Love it,Sofiamp,3.6.0,0,0,rss
13723883386,2026-02-07 11:57:22,4,"Great idea, but the trial period is too short","I really love the concept of this app, but the 7-day trial is too short to fully understand how everything works. After the trial ends, only a yearly subscription is offered. I’d be happy to purchase a yearly plan, but I need more time to see whether the app actually works for me before making that commitment. That’s the only reason I’m giving it four stars. A monthly subscription option is a must.",Bugra215,3.6.0,0,0,rss
13720768659,2026-02-06 16:08:49,5,Love this App!,It really really helps my pronunciation. It points out my issues and helps me improve. 5 stars!,Aaron J Xie,3.5.8,0,0,rss
13719409853,2026-02-06 08:14:56,2,To expensive,read title,andras.mohacsi,3.5.8,0,0,rss
13717885654,2026-02-05 21:29:45,5,Exceptional,I’m so so surprised how wonderful is the AI to catch your pronunciation mistakes.,Daniel Bust,3.5.8,0,0,rss
13717756891,2026-02-05 20:35:21,5,Excellent,Excellent in capturing your mistakes and gives very detailed explanation and images of the correct pronunciation. Also very pleasant.,Tatiana7,3.5.8,0,0,rss
13716902089,2026-02-05 14:43:29,5,Genial,"Me gusta mucho la aplicación,me gusta la forma en que enseña.",Perraso79,3.5.8,0,0,rss
13716735593,2026-02-05 13:39:48,5,I’m learning a lot!,I’ve been in the United States for 20 years. My English is good. But my pronunciation has been the tough part. This app teaches me a lot about pronunciation. It’s definitely worth the investment.,Andres Mejia Vallejo,3.5.8,0,0,rss
13714216210,2026-02-04 21:38:54,3,Very helpful,"Love this app! Finding out things I wouldn’t have thought of. Very challenging, downright frustrating at times but so worth it",Kea711,3.5.7,0,0,rss
13714160708,2026-02-04 21:15:50,5,Fun and effective,"I am very fluent in English, however sometimes I mispronounce some words. I find that BoldVoice is a fun and interesting way of correcting those flows and speaking more confidently. Communication is essential in sales!",LeslindaG,3.5.7,0,0,rss
13707127360,2026-02-02 23:05:53,5,I learnings,Great,Lewismarte,3.5.7,0,0,rss
13706949868,2026-02-02 21:42:46,4,Awesome,It’s great app helping me but  little expensive .,Samrau sean,3.5.7,0,0,rss
13706910634,2026-02-02 21:25:42,1,App doesn't work,"I am 1 yr subs user. but I can't use the app. The app doesn't work at all.... plz fix this 

another suggestion is 
1) Need multiple alarm setting so I can keep my streak. one time is not enough when I am busy

2) Need a streak prevention item or something like duolingo. I am also a Duo user having 800+ days streak",RainDrop@,3.5.7,0,0,rss
13696672532,2026-01-31 06:46:16,5,Amazing App,This helps improve my pronunciation,AjuSRP,3.5.6,0,0,rss
13689019638,2026-01-29 07:11:18,5,Indicated Improvement Areas,This app assessed my speech and showed me areas I need improving. This is my first day and I’m optimistic,Devin_Bee,3.5.6,0,0,rss
13683197354,2026-01-27 17:28:50,5,Very productive,"It’s really good to have an expert evaluating your pronunciation, easy to use and lessons are very helpful.",Nasty2891,3.5.6,0,0,rss
13682603859,2026-01-27 13:42:59,5,Excellent,Really helpful,Hamid mazidi,3.5.6,0,0,rss
13682519078,2026-01-27 13:13:50,3,i’m not sure.,"i saw this app on my recommended on instagram and decided to try it. i’m a native english speaker and have been my entire life, so i figured this app would pass me through easily. i feel like the app is ridiculously critical. there is no way i got every single word wrong, and it seemed to stop me on words just for taking a breath at the end of a recording or something. this can cause people to think they make mistakes when really they didn’t and they sound fine. PLEASE fix this, it isn’t fair for anyone trying to genuinely learn.",Luvbrooklynzn,3.5.6,0,0,rss
13680985510,2026-01-27 04:40:30,5,reviewing from my 2nd day!,on my 2nd day of BoldVoice! not only i’m learning a lot but also i’m having lots of fun.,clemen99,3.5.6,0,0,rss
13680103135,2026-01-26 21:38:43,5,Paul,Good,Paul Myint,3.5.6,0,0,rss
13672269597,2026-01-24 19:28:21,5,I was skeptical but now I love it,Exceeded my expectations many times,Rashad Hasanzade,3.5.4,0,0,rss
13668754819,2026-01-23 21:57:21,5,Best App Purchase Ever,"I’m Italian and I’ve lived in the U.S. for almost two decades - yet somehow kept the full-on Godfather accent (think the distant cousins who never left the old country).
The first weeks were tough. Soon I started hearing the practice sounds in everyday and catch myself fixing old habits.",hopedavisfan,3.5.4,0,0,rss
13664884846,2026-01-22 20:55:33,5,Great investment,"BoldVoice has been a great investment. The AI guidance and clear video lessons make practicing pronunciation easy and effective, and the app’s smooth performance makes learning enjoyable. Considering the quality and the progress I’ve made in improving my accent, it feels worth every penny.",DannyQQ,3.5.4,0,0,rss
13662844781,2026-01-22 08:22:28,5,Good app,Recommended,alex bali,3.5.4,0,0,rss
13661285117,2026-01-21 21:13:17,1,Garbage,"I was exercising for last 2 weeks. It is absolutely annoying. 
I literally can’t hear a difference between mine and the AI pronouncing.
I am a soft spoken person. I have no issues conversing with others. But this app is literally coming up with sounds that I don’t make and I don’t hear on the recording.
I think it makes my accent sound worse than I have. 
I see no progress so far. I think it’s a huge waste of money. 
Also commentary so repetitive. You could have used some AI to generate a better encouragement and keep the track of previous ones.",tkaphi,3.5.4,0,0,rss
13660475399,2026-01-21 15:45:32,5,Practice practice practice,Really great for self practice. Thanks,Stepsahead14,3.5.4,0,0,rss
13659885912,2026-01-21 12:09:51,1,Horrible renewal system,They keep charge you money after canceled membership!!don’t pay this this app!,Jinnnnnnmnmmn,3.5.4,1,1,rss
13654170166,2026-01-19 23:01:44,5,Very personal training,"This is very personal training, along with the time I used it, it provides more personal suggestions",Jackjie Qu,3.5.3,0,0,rss
13654130612,2026-01-19 22:42:51,5,Improved my pronunciation skills,Excellent self pace resources that helps me to achieve the goal to improve my pronunciation skills. The coaches are so good and I love that the app identifies what I say wrong so I can be self aware and practice more,Epicb1998,3.5.3,0,0,rss
13650376790,2026-01-18 22:54:37,5,Accent reduction,I’m loving it !,Princesswarda,3.5.3,0,0,rss
13645727365,2026-01-17 18:19:44,5,Amazing!,All star app!,dsdave90b,3.5.3,0,0,rss
13645025629,2026-01-17 13:54:11,5,Me encanto!,Super bien explicado y súper dinámico,Leslie Dayanne,3.5.3,0,0,rss
13644548775,2026-01-17 11:21:02,5,This app is fantastic!!!!,I’m learning a lot with my coaches!,Clothasub,3.5.3,0,0,rss
